pct_carrier_delay;pct_atc_delay;pct_weather_delay;airline
235.421.348.314.607;221.292.134.831.461;0.769662921348315;United
116.673.346.693.387;601.603.206.412.826;14.689.378.757.515;United
893.023.255.813.953;436.434.108.527.132;0.656330749354005;United
157.788.461.538.462;660.576.923.076.923;0.586538461538462;United
865.909.090.909.091;956.818.181.818.182;0;United
758.252.427.184.466;688.996.763.754.045;12.168.284.789.644;United
791.846.522.781.775;345.803.357.314.149;112.709.832.134.293;United
157.692.307.692.308;111.538.461.538.462;0;United
27.3;7.9;3.025;United
69.484.126.984.127;11.031.746.031.746;142.857.142.857.143;United
909.944.751.381.216;324.309.392.265.193;0.414364640883978;United
782.352.941.176.471;582.352.941.176.471;161.764.705.882.353;United
11.91;11.17;0;United
909.090.909.090.909;454.545.454.545.455;0;United
115.135.135.135.135;19.954.954.954.955;0.0315315315315315;United
891.666.666.666.667;0.833333333333333;433.333.333.333.333;United
10.359.375;18.609.375;0;United
105.238.095.238.095;140.119.047.619.048;1;United
131.041.666.666.667;8.125;3.25;United
12.152.380.952.381;0.6;0.228571428571429;United
104.850.299.401.198;479.041.916.167.665;188.023.952.095.808;United
183.090.909.090.909;903.636.363.636.364;101.818.181.818.182;United
868.354.430.379.747;124.050.632.911.392;127.848.101.265.823;United
993.862.815.884.476;642.960.288.808.664;173.285.198.555.957;United
1.95;5;0;United
177.762.237.762.238;181.608.391.608.392;0;United
103.846.153.846.154;111.923.076.923.077;155.769.230.769.231;United
369.285.714.285.714;331.071.428.571.429;0;United
997.247.706.422.018;688.990.825.688.073;363.302.752.293.578;United
248.095.238.095.238;761.904.761.904.762;409.523.809.523.809;United
120.377.358.490.566;29.622.641.509.434;19.811.320.754.717;United
117.666.666.666.667;0.6;0;United
182.830.188.679.245;320.754.716.981.132;190.566.037.735.849;United
594.285.714.285.714;485.714.285.714.286;0.842857142857143;United
150.357.142.857.143;117.857.142.857.143;428.571.428.571.429;United
839.285.714.285.714;371.428.571.428.571;108.928.571.428.571;United
201.153.846.153.846;696.153.846.153.846;0;United
161.041.666.666.667;745.833.333.333.333;13.125;United
161.428.571.428.571;168.775.510.204.082;112.244.897.959.184;United
15.25;660.714.285.714.286;392.857.142.857.143;United
772.727.272.727.273;111.454.545.454.545;376.363.636.363.636;United
200.714.285.714.286;0.964285714285714;0;United
150.384.615.384.615;157.692.307.692.308;226.923.076.923.077;United
250.769.230.769.231;0;384.615.384.615.385;United
24.7;2.5;0;United
0;0;0;United
29.5;15.5;0;United
0;0;0;United
966.521.739.130.435;251.847.826.086.957;0.0652173913043478;Southwest
842.134.831.460.674;229.494.382.022.472;0.539325842696629;Southwest
9.149.377.593.361;43.402.489.626.556;0;Southwest
623.384.353.741.497;357.908.163.265.306;0.147108843537415;Southwest
838.981.762.917.933;217.477.203.647.416;0.257598784194529;Southwest
911.648.351.648.352;159.120.879.120.879;0.237362637362637;Southwest
124.261.838.440.111;279.944.289.693.593;0;Southwest
11.297.619.047.619;11.547.619.047.619;0.214285714285714;Southwest
710.363.196.125.908;360.096.852.300.242;0.246973365617433;Southwest
12.396.694.214.876;297.520.661.157.025;0.0165289256198347;Southwest
655.498.281.786.942;233.333.333.333.333;131.786.941.580.756;Southwest
114.733.606.557.377;260.655.737.704.918;0.475409836065574;Southwest
558.502.202.643.172;137.621.145.374.449;0.0449339207048458;Southwest
565.852.032.881.582;331.481.892.912.686;0.314152410575428;Southwest
839.561.487.130.601;172.430.886.558.627;319.256.434.699.714;Southwest
680.766.926.303.176;398.082.684.242.061;0.206710605152786;Southwest
586.652.822.352.275;620.709.835.756.088;0.836322446667925;Southwest
835.357.675.111.774;787.630.402.384.501;0.267883755588674;Southwest
116.736.842.105.263;208.421.052.631.579;0.126315789473684;Southwest
668.700.787.401.575;762.007.874.015.748;149.803.149.606.299;Southwest
817.037.037.037.037;127.777.777.777.778;0.0296296296296296;Southwest
728.125;209.765.625;0.22265625;Southwest
808.573.216.520.651;317.396.745.932.416;0.408010012515645;Southwest
76.393.205.637.875;708.023.129.743.404;103.108.059.269.967;Southwest
600.782.560.089.435;609.968.324.948.761;0.876094652506056;Southwest
128.313.253.012.048;222.289.156.626.506;0;Southwest
130.121.951.219.512;195.426.829.268.293;0.298780487804878;Southwest
8.504.329.004.329;417.207.792.207.792;0.175324675324675;Southwest
810.849.909.584.087;334.538.878.842.676;0.374321880650995;Southwest
874.321.349.963.316;25.986.793.837.124;0.309611151870873;Southwest
933.060.221.220.811;556.943.875.460.877;0.178205653420729;Southwest
110.022.421.524.664;312.331.838.565.022;0;Southwest
90.225;21.775;0.2875;Southwest
802.166.064.981.949;130.204.572.803.851;0.0481347773766546;Southwest
133.678.756.476.684;371.502.590.673.575;0.518134715025907;Southwest
154.564.459.930.314;757.142.857.142.857;121.254.355.400.697;Southwest
106.013.605.442.177;682.857.142.857.143;0.036734693877551;Southwest
781.375.358.166.189;664.469.914.040.115;220.773.638.968.481;Southwest
735.676.959.619.953;335.748.218.527.316;0.152256532066508;Southwest
871.875;824.609.375;0;Southwest
118.602.409.638.554;280.120.481.927.711;0.271084337349398;Southwest
710.226.576.852.419;314.451.928.965.095;0.340477648499694;Southwest
668.775.344.687.753;21.257.096.512.571;0.53933495539335;Southwest
774.221.611.721.612;393.864.468.864.469;0.307234432234432;Southwest
790.672.225.117.248;561.750.911.933.299;0.695153725898906;Southwest
924.485.125.858.124;148.054.919.908.467;0.235697940503432;Southwest
107.201.086.956.522;165.760.869.565.217;0.611413043478261;Southwest
964.285.714.285.714;253.571.428.571.429;0;Southwest
141.168.831.168.831;597.402.597.402.597;0;Southwest
122.491.103.202.847;256.939.501.779.359;0.565836298932384;Southwest
10.679.012.345.679;382.098.765.432.099;169.135.802.469.136;Southwest
11.310.443.490.701;391.988.555.078.684;0.449213161659514;Southwest
7.38;1.83;0.29;Southwest
536.622.332.199.196;200.278.379.214.352;0.195793380760903;Southwest
455.555.555.555.556;283.333.333.333.333;0.166666666666667;Southwest
39.112.426.035.503;117.751.479.289.941;0;Southwest
697.664.700.098.328;666.027.531.956.736;0.503441494591937;Southwest
976.190.476.190.476;152.380.952.380.952;0;Southwest
128.293.269.230.769;269.951.923.076.923;0.927884615384615;Southwest
626.744.186.046.512;22.906.976.744.186;226.744.186.046.512;Southwest
789.949.748.743.719;13.500.837.520.938;0;Southwest
708.836.206.896.552;344.181.034.482.759;0.728448275862069;Southwest
560.714.285.714.286;3;0.642857142857143;Southwest
844.729.907.773.386;882.345.191.040.843;109.420.289.855.072;Southwest
693.585.526.315.789;186.184.210.526.316;0;Southwest
770.238.095.238.095;119.047.619.047.619;0;Southwest
886.842.105.263.158;188.815.789.473.684;0.298245614035088;Southwest
485.714.285.714.286;217.857.142.857.143;178.571.428.571.429;Southwest
955.258.764.607.679;249.582.637.729.549;0.240400667779633;Southwest
885.714.285.714.286;0.571428571428571;139.285.714.285.714;Southwest
92.770.137.524.558;239.685.658.153.242;0.432220039292731;Southwest
959.444.444.444.444;248.333.333.333.333;0.927777777777778;Southwest
905.825.242.718.447;917.059.639.389.736;142.718.446.601.942;Southwest
912.262.902.514.336;383.193.647.992.942;0.591530657256286;Southwest
734.361.233.480.176;271.013.215.859.031;0.079295154185022;Southwest
121.455.108.359.133;198.761.609.907.121;0.811145510835913;Southwest
116.253.644.314.869;644.169.096.209.913;0.032069970845481;Southwest
461.881.188.118.812;203.960.396.039.604;148.514.851.485.149;Southwest
704.545.454.545.455;308.522.727.272.727;0.232954545454545;Southwest
125.263.157.894.737;378.947.368.421.053;0.766917293233083;Southwest
995.238.095.238.095;238.690.476.190.476;0.25;Southwest
113.547.008.547.009;597.435.897.435.897;0;Southwest
126.063.829.787.234;61.436.170.212.766;0.0478723404255319;Southwest
953.968.253.968.254;377.777.777.777.778;0;Southwest
635.782.347.041.123;39.882.146.439.318;0.138415245737212;Southwest
878.623.188.405.797;307.065.217.391.304;0.204710144927536;Southwest
101.762.013.729.977;1;0.224256292906178;Southwest
709.345.794.392.523;234.579.439.252.336;0;Southwest
105.306.666.666.667;285.866.666.666.667;0;Southwest
363.900.769.888.794;55.295.124.037.639;0.118049615055603;American
509.735.488.611.315;828.104.335.047.759;0.5686994856723;American
354.756.206.999.701;527.647.322.763.984;0.303993419084654;American
10.793.893.129.771;320.076.335.877.863;0.450381679389313;American
113.812.154.696.133;328.508.287.292.818;0.977900552486188;American
520.283.533.260.633;412.977.099.236.641;0.59432933478735;American
606.577.480.490.524;109.096.989.966.555;103.567.447.045.708;American
774.695.863.746.959;315.815.085.158.151;11.654.501.216.545;American
544.863.459.037.711;451.885.565.669.701;0.431729518855657;American
439.665.616.670.705;679.137.387.933.123;0.288829658347468;American
313.846.504.213.163;570.325.666.135.277;0.524026417672512;American
419.747.235.387.046;633.649.289.099.526;105.450.236.966.825;American
607.553.956.834.532;519.424.460.431.655;133.093.525.179.856;American
695.572.916.666.667;405.208.333.333.333;101.302.083.333.333;American
51.965.811.965.812;266.666.666.666.667;180.769.230.769.231;American
719.483.568.075.117;627.582.159.624.413;0.759389671361502;American
781.481.481.481.481;378.888.888.888.889;0.653703703703704;American
803.763.440.860.215;647.849.462.365.591;124.731.182.795.699;American
775.388.026.607.539;671.175.166.297.118;0.731707317073171;American
853.191.489.361.702;343.829.787.234.043;0.514893617021277;American
695.303.867.403.315;202.762.430.939.227;0.527624309392265;American
112.929.292.929.293;585.353.535.353.535;153.030.303.030.303;American
828.753.180.661.578;761.577.608.142.494;0.94910941475827;American
636.836.027.713.626;93.891.454.965.358;0.899538106235566;American
632.638.888.888.889;309.722.222.222.222;219.444.444.444.444;American
111.741.935.483.871;394.193.548.387.097;0.87741935483871;American
834.010.152.284.264;16.502.538.071.066;130.964.467.005.076;American
663.786.008.230.453;202.057.613.168.724;0.304526748971193;American
211.935.483.870.968;467.741.935.483.871;0;American
560.223.048.327.138;129.368.029.739.777;0.033457249070632;American
627.930.174.563.591;514.463.840.399.003;0.85785536159601;American
100.740.740.740.741;523.888.888.888.889;0.296296296296296;American
914.867.617.107.943;368.228.105.906.314;117.515.274.949.083;American
851.028.806.584.362;550.205.761.316.872;123.868.312.757.202;American
784.905.660.377.358;128.962.264.150.943;138.679.245.283.019;American
825.806.451.612.903;559.677.419.354.839;200.806.451.612.903;American
922.727.272.727.273;235.227.272.727.273;148.863.636.363.636;American
627.881.040.892.193;775.092.936.802.974;0.520446096654275;American
922.302.158.273.381;508.872.901.678.657;117.985.611.510.791;American
754.210.526.315.789;647.105.263.157.895;0.642105263157895;American
887.808.641.975.309;464.814.814.814.815;0.987654320987654;American
116.774.193.548.387;117.741.935.483.871;0.774193548387097;American
59.950.495.049.505;328.712.871.287.129;0.762376237623762;American
615.172.413.793.103;347.586.206.896.552;0.289655172413793;American
722.068.965.517.241;242.068.965.517.241;184.137.931.034.483;American
62.741.935.483.871;588.709.677.419.355;125.806.451.612.903;American
100.533.333.333.333;519.777.777.777.778;126.666.666.666.667;American
261.290.322.580.645;393.225.806.451.613;0;American
555.555.555.555.556;0.944444444444444;183.333.333.333.333;American
137.741.935.483.871;262.365.591.397.849;0.43010752688172;American
101.935.483.870.968;533.870.967.741.935;0;American
503.436.426.116.838;907.216.494.845.361;0.288659793814433;American
10.587.962.962.963;503.240.740.740.741;0.907407407407407;American
894.318.181.818.182;371.590.909.090.909;0.886363636363636;American
799.596.774.193.548;327.016.129.032.258;127.822.580.645.161;American
123.425.925.925.926;219.907.407.407.407;0.916666666666667;American
47.6;0;0;American
351.702.786.377.709;153.560.371.517.028;0.408668730650155;American
678.151.260.504.202;190.756.302.521.008;0.243697478991597;American
786.666.666.666.667;1.5;1.52;American
671.351.351.351.351;529.189.189.189.189;115.945.945.945.946;American
15.2;107.142.857.142.857;265.714.285.714.286;American
125.161.290.322.581;0.290322580645161;0;American
704.545.454.545.455;406.818.181.818.182;107.954.545.454.545;American
697.478.991.596.639;16.890.756.302.521;121.848.739.495.798;American
595.481.335.952.849;765.422.396.856.582;151.277.013.752.456;American
114.227.642.276.423;26.260.162.601.626;0.528455284552846;American
723.045.267.489.712;164.197.530.864.198;0.584362139917695;American
425.806.451.612.903;0.467741935483871;0;American
860.583.941.605.839;445.985.401.459.854;122.627.737.226.277;American
132.596.685.082.873;186.740.331.491.713;0.49171270718232;American
531.333.333.333.333;183.333.333.333.333;0.666666666666667;American
970.454.545.454.545;289.772.727.272.727;118.181.818.181.818;American
10.258.064.516.129;423.225.806.451.613;136.129.032.258.065;American
276.666.666.666.667;818.333.333.333.333;183.333.333.333.333;American
470.165.745.856.354;138.674.033.149.171;0.270718232044199;American
142.295.081.967.213;0.737704918032787;0;American
143.684.210.526.316;154.385.964.912.281;170.175.438.596.491;American
957.831.325.301.205;0.614457831325301;120.481.927.710.843;American
120.526.315.789.474;52.280.701.754.386;0.771929824561403;American
683.673.469.387.755;119.795.918.367.347;0;American
158.548.387.096.774;356.451.612.903.226;161.290.322.580.645;American
976.136.363.636.364;336.363.636.363.636;0.5;American
130.725.806.451.613;912.903.225.806.452;233.870.967.741.935;American
52.741.935.483.871;279.032.258.064.516;0;Alaska
244.316.140.620.991;3.270.207.852.194;0.274570182191429;Alaska
210.316.742.081.448;349.230.769.230.769;0.0904977375565611;Alaska
32.258.064.516.129;0;0;Alaska
32.258.064.516.129;0;0;Alaska
298.878.923.766.816;213.677.130.044.843;0;Alaska
158.730.158.730.159;317.460.317.460.317;0;Alaska
169.491.525.423.729;169.491.525.423.729;0;Alaska
60.241.935.483.871;768.548.387.096.774;0;Alaska
156.896.551.724.138;193.103.448.275.862;0;Alaska
328.947.368.421.053;448.684.210.526.316;0;Alaska
204.081.632.653.061;0.102040816326531;0;Alaska
406.934.306.569.343;165.620.437.956.204;0.394160583941606;Alaska
262.735.849.056.604;209.905.660.377.358;0;Alaska
319.811.320.754.717;260.471.698.113.208;0;Alaska
409.848.484.848.485;195.833.333.333.333;0.223484848484848;Alaska
427.113.702.623.907;263.556.851.311.953;0;Alaska
295.901.639.344.262;320.696.721.311.475;0.377049180327869;Alaska
350.877.192.982.456;701.754.385.964.912;0;Alaska
322.456.140.350.877;360.701.754.385.965;0.259649122807018;Alaska
281.751.824.817.518;667.153.284.671.533;0;Alaska
32.258.064.516.129;645.161.290.322.581;0;Alaska
37.741.935.483.871;590.322.580.645.161;0;Alaska
32.258.064.516.129;967.741.935.483.871;0;Alaska
297.105.263.157.895;101.710.526.315.789;0.439473684210526;Alaska
327.622.377.622.378;126.223.776.223.776;0;Alaska
598.888.888.888.889;0.0555555555555556;0;Alaska
113.670.886.075.949;0.0253164556962025;0;Alaska
334.715.025.906.736;192.746.113.989.637;0.756476683937824;Alaska
339.243.498.817.967;249.408.983.451.537;0.148936170212766;Alaska
526.984.126.984.127;187.301.587.301.587;0;Alaska
222.903.225.806.452;67.741.935.483.871;0;Alaska
78.494.623.655.914;212.903.225.806.452;0;Alaska
32.258.064.516.129;0.709677419354839;0;Alaska
142.741.935.483.871;583.064.516.129.032;0;Alaska
32.258.064.516.129;0;0;Alaska
111.086.956.521.739;333.695.652.173.913;0;Alaska
230.645.161.290.323;0;0;Alaska
325.806.451.612.903;683.870.967.741.935;0;Alaska
716.129.032.258.065;0.193548387096774;0;Alaska
290.361.445.783.133;212.048.192.771.084;120.481.927.710.843;Alaska
4.35;3.15;0;Alaska
0;0.7875;0.15;Alaska
823.809.523.809.524;369.312.169.312.169;0;Alaska
427.540.983.606.557;401.639.344.262.295;0;Alaska
591.397.849.462.366;310.215.053.763.441;0.537634408602151;Alaska
161.290.322.580.645;204.838.709.677.419;0;Alaska
0.306451612903226;609.677.419.354.839;0;Alaska
140.860.215.053.763;464.516.129.032.258;0.56989247311828;Alaska
0.0645161290322581;198.387.096.774.194;161.290.322.580.645;Alaska
114.516.129.032.258;408.064.516.129.032;0;Alaska
254.838.709.677.419;225.806.451.612.903;0;Alaska
170.967.741.935.484;0;0;Alaska
111.111.111.111.111;0;0;Alaska
53.893.951.946.976;654.211.543.772.439;0.156034244683789;Jet Blue
914.798.206.278.027;105.620.328.849.028;0.20627802690583;Jet Blue
488.947.368.421.053;345.789.473.684.211;0.0368421052631579;Jet Blue
48.205.639.418.969;390.458.558.815.152;0.134719453147252;Jet Blue
516.129.032.258.065;174.193.548.387.097;0;Jet Blue
774.193.548.387.097;812.096.774.193.548;0.556451612903226;Jet Blue
11.25;4.575;0;Jet Blue
299.135.446.685.879;276.657.060.518.732;0;Jet Blue
833.965.844.402.277;112.903.225.806.452;0.419354838709677;Jet Blue
628.571.428.571.429;805.739.238.927.012;0.0910792264504055;Jet Blue
809.208.103.130.755;718.232.044.198.895;0.261510128913444;Jet Blue
916.698.656.429.942;924.568.138.195.777;0.103646833013436;Jet Blue
617.888.563.049.853;202.639.296.187.683;0.146627565982405;Jet Blue
750.806.451.612.903;643.548.387.096.774;0;Jet Blue
674.760.383.386.581;11.726.517.571.885;0.407667731629393;Jet Blue
636.260.623.229.462;125.014.164.305.949;0.43342776203966;Jet Blue
104.230.769.230.769;154.017.094.017.094;0.525641025641026;Jet Blue
114.032.258.064.516;203.225.806.451.613;0;Jet Blue
812.339.585.389.931;471.174.728.529.121;0.0700888450148075;Jet Blue
785.687.022.900.763;937.786.259.541.985;0.137404580152672;Jet Blue
780.645.161.290.323;272.043.010.752.688;0;Jet Blue
107.921.348.314.607;131.629.213.483.146;0;Jet Blue
586.021.505.376.344;62.258.064.516.129;0.387096774193548;Jet Blue
116.022.727.272.727;781.818.181.818.182;0.477272727272727;Jet Blue
11.46;939.333.333.333.333;0.62;Jet Blue
592.823.712.948.518;103.369.734.789.392;0.190327613104524;Jet Blue
747.727.272.727.273;840.151.515.151.515;0;Jet Blue
321.505.376.344.086;121.505.376.344.086;0;Jet Blue
116.975.806.451.613;400.806.451.612.903;0.818548387096774;Jet Blue
422.689.075.630.252;139.831.932.773.109;0;Jet Blue
551.612.903.225.806;295.161.290.322.581;0;Jet Blue
662.608.695.652.174;133.391.304.347.826;0;Jet Blue
474.825.174.825.175;4;0.447552447552448;Jet Blue
637.096.774.193.548;646.774.193.548.387;0.943548387096774;Jet Blue
546.666.666.666.667;18.36;0;Jet Blue
516.666.666.666.667;111.111.111.111.111;0;Jet Blue
435.401.459.854.015;816.058.394.160.584;0.441605839416058;Jet Blue
111.807.228.915.663;165.903.614.457.831;0.409638554216867;Jet Blue
114.623.655.913.978;590.322.580.645.161;0;Jet Blue
864.516.129.032.258;466.129.032.258.065;120.967.741.935.484;Jet Blue
488.775.510.204.082;428.571.428.571.429;0;Jet Blue
695.308.641.975.309;467.407.407.407.407;0.246913580246914;Jet Blue
736.559.139.784.946;816.129.032.258.065;0;Jet Blue
880.257.510.729.614;554.935.622.317.597;0.137339055793991;Jet Blue
539.779.005.524.862;109.558.011.049.724;0.679558011049724;Jet Blue
557.142.857.142.857;511.764.705.882.353;0;Jet Blue
8.4;5.375;0;Jet Blue
5.6;210.666.666.666.667;0;Jet Blue
529.591.836.734.694;101.326.530.612.245;0.224489795918367;Jet Blue
610.526.315.789.474;3.5;0;Jet Blue
67.741.935.483.871;335.483.870.967.742;0;Jet Blue
100.810.810.810.811;477.477.477.477.477;0;Jet Blue
416.129.032.258.065;280.645.161.290.323;0.204301075268817;Jet Blue
874.193.548.387.097;468.817.204.301.075;0.333333333333333;Jet Blue
141.935.483.870.968;0;0;Jet Blue
974.193.548.387.097;153.225.806.451.613;161.290.322.580.645;Jet Blue
193.846.153.846.154;472.307.692.307.692;0;Jet Blue
380.249.524.212.307;577.141.044.618.313;0.369264115034891;Delta
128.571.428.571.429;501.948.051.948.052;0.142857142857143;Delta
781.069.958.847.737;470.576.131.687.243;0.242798353909465;Delta
391.094.890.510.949;439.979.144.942.649;0.171011470281543;Delta
593.617.021.276.596;198.297.872.340.426;0.0808510638297872;Delta
10.3;0.833333333333333;0;Delta
101.093.117.408.907;61.336.032.388.664;0.198380566801619;Delta
569.851.380.042.463;528.874.734.607.219;0.414012738853503;Delta
561.601.642.710.472;270.020.533.880.904;0.17864476386037;Delta
9.056;178.933.333.333.333;0.104;Delta
105.701.754.385.965;363.157.894.736.842;0;Delta
715.686.274.509.804;219.117.647.058.824;0.387254901960784;Delta
395.057.034.220.532;303.698.582.786.035;0.311787072243346;Delta
699.236.641.221.374;112.595.419.847.328;0.497709923664122;Delta
631.891.891.891.892;119.459.459.459.459;0.108108108108108;Delta
470.550.161.812.298;924.456.773.000.462;0.253814147018031;Delta
362.953.995.157.385;756.416.464.891.041;0.428571428571429;Delta
959.817.351.598.173;102.739.726.027.397;0;Delta
606.423.777.564.717;1.228.092.042.186;0.358581016299137;Delta
652.651.880.424.301;642.526.518.804.243;0.466730954676953;Delta
850.425.894.378.194;408.177.172.061.329;0.427597955706985;Delta
618.531.468.531.469;217.832.167.832.168;0;Delta
128.304.093.567.251;183.625.730.994.152;0.257309941520468;Delta
618.580.375.782.881;312.108.559.498.956;0.317327766179541;Delta
551.162.790.697.674;377.906.976.744.186;0;Delta
96.046.511.627.907;740.697.674.418.605;116.279.069.767.442;Delta
999.102.333.931.777;751.705.565.529.623;0.244165170556553;Delta
603.766.233.766.234;666.753.246.753.247;0.720779220779221;Delta
763.513.513.513.514;405.405.405.405.405;0.310810810810811;Delta
378.589.536.759.622;41.087.808.250.749;0.397787508642544;Delta
601.643.990.929.705;848.582.766.439.909;0.355442176870748;Delta
609.444.444.444.444;487.638.888.888.889;0.6375;Delta
691.724.137.931.034;0.868965517241379;0;Delta
657.267.080.745.342;610.931.677.018.634;0.084472049689441;Delta
600.367.647.058.823;658.088.235.294.118;0.273897058823529;Delta
871.232.876.712.329;206.849.315.068.493;0.389041095890411;Delta
134.452.054.794.521;267.808.219.178.082;150.684.931.506.849;Delta
532.066.508.313.539;668.883.610.451.306;0.700712589073634;Delta
617.741.935.483.871;180.161.290.322.581;0;Delta
725.862.068.965.517;4.5;0;Delta
962.825.278.810.409;607.063.197.026.022;0;Delta
782.089.552.238.806;202.611.940.298.507;0.470149253731343;Delta
755.817.174.515.235;601.108.033.240.997;0.277008310249307;Delta
554.418.604.651.163;413.488.372.093.023;0.465116279069767;Delta
725.916.870.415.648;216.136.919.315.403;0;Delta
776.010.101.010.101;549.242.424.242.424;0.98989898989899;Delta
556.822.429.906.542;448.971.962.616.822;0.519626168224299;Delta
593.317.422.434.368;261.575.178.997.613;0.503579952267303;Delta
408.823.529.411.765;250.490.196.078.431;0.264705882352941;Delta
419.318.181.818.182;167.045.454.545.455;0;Delta
969.402.985.074.627;285.820.895.522.388;0.73134328358209;Delta
749.609.375;251.953.125;0.1328125;Delta
351.612.903.225.806;188.709.677.419.355;0;Delta
584.815.950.920.245;291.871.165.644.172;0.728527607361963;Delta
106.363.636.363.636;323.376.623.376.623;0.744588744588745;Delta
121.152.263.374.486;216.460.905.349.794;0;Delta
715.297.906.602.254;511.916.264.090.177;0.531400966183575;Delta
583.852.140.077.821;622.243.839.169.909;0.310635538261997;Delta
102.077.922.077.922;217.316.017.316.017;0.233766233766234;Delta
177.272.727.272.727;104.545.454.545.455;0.840909090909091;Delta
596.495.956.873.315;299.460.916.442.049;0.172506738544474;Delta
474.096.385.542.169;171.686.746.987.952;0;Delta
142.934.131.736.527;18.562.874.251.497;0;Delta
701.639.344.262.295;219.672.131.147.541;0;Delta
169.032.258.064.516;396.774.193.548.387;32.258.064.516.129;Delta
666.791.044.776.119;434.328.358.208.955;0.0261194029850746;Delta
992.018.779.342.723;173.239.436.619.718;0.938967136150235;Delta
311.764.705.882.353;372.058.823.529.412;0.933823529411765;Delta
666.515.837.104.072;208.823.529.411.765;0.19683257918552;Delta
104.808.743.169.399;376.502.732.240.437;0;Delta
820.345.489.443.378;673.128.598.848.368;0.654510556621881;Delta
537.037.037.037.037;388.271.604.938.272;0.200617283950617;Delta
315.463.917.525.773;164.506.627.393.225;0.300441826215022;Delta
172.093.023.255.814;723.255.813.953.488;0;Delta
128.586.956.521.739;145.652.173.913.043;0.445652173913043;Delta
513.529.411.764.706;0.535294117647059;0.588235294117647;Delta
73.394.495.412.844;107.045.871.559.633;0.55045871559633;Delta
561.538.461.538.461;0.932126696832579;0.235294117647059;Delta
118.472.222.222.222;2;0.236111111111111;Delta
102.863.636.363.636;348.181.818.181.818;0.213636363636364;Delta
719.354.838.709.677;138.709.677.419.355;270.967.741.935.484;Delta
406.615.214.994.487;460.970.231.532.525;0.18412348401323;Delta
392.647.058.823.529;352.941.176.470.588;0;Delta
104.634.146.341.463;602.439.024.390.244;182.926.829.268.293;Delta
0.354838709677419;606.451.612.903.226;0;Delta
128.148.148.148.148;844.444.444.444.444;0;Delta
10;275.510.204.081.633;102.040.816.326.531;Delta
520.833.333.333.333;420.833.333.333.333;0;Delta
190.645.161.290.323;316.129.032.258.065;319.354.838.709.677;Delta
844.303.797.468.354;243.037.974.683.544;0;Delta
201.935.483.870.968;179.677.419.354.839;0;Delta
319.642.857.142.857;5.125;0;Delta
321.339.139.902.014;516.820.903.647.251;0.150789330430049;Delta
492.941.176.470.588;527.058.823.529.412;0.270588235294118;Delta
535.483.870.967.742;0.419354838709677;32.258.064.516.129;Delta
103.548.387.096.774;393.548.387.096.774;0;Delta
118.387.096.774.194;174.193.548.387.097;0.741935483870968;Delta
162.666.666.666.667;153.333.333.333.333;0;Delta
113.157.894.736.842;0.789473684210526;0.754385964912281;Delta
967.741.935.483.871;0;0;Delta
953.947.368.421.053;0.815789473684211;0;Delta
632.608.695.652.174;108.695.652.173.913;0;Delta
565.217.391.304.348;105.434.782.608.696;0;Delta
552.688.172.043.011;493.548.387.096.774;0.263440860215054;Delta
0;408.163.265.306.122;0;Delta
691.228.070.175.439;0.105263157894737;175.438.596.491.228;Delta
0;0;0;Delta
727.941.176.470.588;26.078.431.372.549;169.117.647.058.824;Delta
574.193.548.387.097;0;0;Delta
924.590.163.934.426;59.016.393.442.623;0;Delta
663.698.630.136.986;38.013.698.630.137;0;Delta
157.333.333.333.333;666.666.666.666.667;0;Delta
108.913.043.478.261;48.695.652.173.913;107.608.695.652.174;Delta
11.7;293.571.428.571.429;0.192857142857143;Delta
558.928.571.428.571;357.142.857.142.857;0;Delta
798.913.043.478.261;158.695.652.173.913;0;Delta
109.032.258.064.516;0.161290322580645;0;Delta
NA;NA;NA;Delta
139.354.838.709.677;0.193548387096774;0;Delta
109.105.691.056.911;219.512.195.121.951;0.609756097560976;Delta
823.529.411.764.706;658.823.529.411.765;0;Delta
8.875;120.833.333.333.333;0;Delta
672.727.272.727.273;411.570.247.933.884;0;Delta
774.193.548.387.097;0.387096774193548;0;Delta
120.967.741.935.484;712.903.225.806.452;0;Delta
102.258.064.516.129;0;0;Delta
729.032.258.064.516;52.258.064.516.129;0;Delta
0.806451612903226;0;0;Delta
733.333.333.333.333;203.333.333.333.333;0;Delta
0;10;0;Delta
100;0;0;Delta
460.469.314.079.422;54.633.831.872.099;0.438112429087158;United
773.765.432.098.765;545.216.049.382.716;0.720679012345679;United
703.878.583.473.862;361.888.701.517.707;0.693648116919618;United
884.772.552.043.177;671.202.775.636.083;0.548188126445644;United
642.305.529.522.024;4.514.526.710.403;0.583130271790066;United
618.042.105.263.158;896.042.105.263.158;0.487368421052632;United
584.536.082.474.227;705.670.103.092.783;0.128865979381443;United
792.048.192.771.084;640.963.855.421.687;0.493975903614458;United
881.052.631.578.947;599.649.122.807.018;0;United
679.853.121.175.031;96.952.264.381.885;0.38359853121175;United
626.059.979.317.477;53.971.044.467.425;0.621509824198552;United
115.915.492.957.746;435.680.751.173.709;104.460.093.896.714;United
10.4;11.848;0;United
573.478.260.869.565;185.217.391.304.348;0.152173913043478;United
796.506.137.865.911;384.041.548.630.784;0.49480642115203;United
656.140.350.877.193;122.426.900.584.795;0.206140350877193;United
106.268.656.716.418;254.477.611.940.298;0;United
