;outcome;purpose_;dti;borrower_score;payment_inc_ratio
16328;default;debt_consolidation;22.53;0.3;165.819
25949;paid off;major_purchase;20.94;0.6;0.754103
27201;paid off;credit_card;24.61;0.6;50.192
22051;default;debt_consolidation;11.67;0.65;101.295
10405;default;credit_card;19.92;0.25;785.123
45725;paid off;debt_consolidation;25.14;0.6;8.891
43576;paid off;debt_consolidation;25.9;0.65;476.892
4090;default;debt_consolidation;24.46;0.4;119.961
2762;default;debt_consolidation;22.81;0.4;945.409
21197;default;debt_consolidation;19.35;0.4;114.936
36402;paid off;debt_consolidation;13.22;0.7;469.577
16669;default;home_improvement;7.36;0.55;148.262
35832;paid off;debt_consolidation;6.83;0.5;62.592
25795;paid off;debt_consolidation;22.25;0.55;100.816
43352;paid off;debt_consolidation;2.24;0.7;50.806
29602;paid off;debt_consolidation;8.76;0.4;546.773
29650;paid off;debt_consolidation;18.76;0.7;707.912
22668;default;debt_consolidation;21.2;0.5;79.704
1628;default;other;12.9;0.35;259.467
38265;paid off;debt_consolidation;18.13;0.5;736.767
38837;paid off;other;10.19;0.45;324.657
768;default;other;8.02;0.5;436.133
29675;paid off;debt_consolidation;27.21;0.55;124.265
26663;paid off;debt_consolidation;30.33;0.4;866.034
45887;paid off;debt_consolidation;14.24;0.65;123.872
45334;paid off;debt_consolidation;14.52;0.4;589.215
41167;paid off;credit_card;17.53;0.3;472.033
3886;default;other;16.41;0.4;110.357
40381;paid off;debt_consolidation;28.1;0.5;74.172
21527;default;other;18.22;0.45;135.774
20910;default;debt_consolidation;22.14;0.55;483.803
32352;paid off;debt_consolidation;22.99;0.5;141.674
650;default;debt_consolidation;22.34;0.4;528.104
17846;default;other;17.47;0.5;915.707
14550;default;credit_card;19.29;0.55;121.491
23733;paid off;debt_consolidation;8.75;0.55;623.505
7371;default;debt_consolidation;25.43;0.5;841.452
44709;paid off;credit_card;18.59;0.6;148.939
10020;default;credit_card;20.84;0.3;905.389
10917;default;home_improvement;13.56;0.6;100.865
20984;default;other;20.19;0.4;720.524
4358;default;debt_consolidation;0.57;0.55;65.826
44948;paid off;credit_card;7.46;0.7;454.507
10485;default;small_business;9.35;0.5;792.831
44490;paid off;major_purchase;6.5;0.6;126.557
12730;default;major_purchase;14.73;0.45;322.422
39741;paid off;debt_consolidation;29.12;0.5;835.413
17704;default;credit_card;20.19;0.55;136.161
30757;paid off;debt_consolidation;11.69;0.55;539.491
2574;default;credit_card;7.02;0.6;238.701
9015;default;credit_card;11.46;0.6;593.632
17322;default;credit_card;18.23;0.4;124.207
7358;default;debt_consolidation;17.15;0.5;196.531
24924;paid off;other;2.94;0.7;237.529
24589;paid off;debt_consolidation;10.74;0.4;130.015
13362;default;debt_consolidation;10.51;0.5;26.208
39288;paid off;debt_consolidation;27.96;0.5;175.794
22510;default;major_purchase;28.26;0.25;422.686
31067;paid off;major_purchase;5.9;0.7;19.802
27960;paid off;home_improvement;17.98;0.45;74.172
37765;paid off;debt_consolidation;14.08;0.7;346.407
19812;default;debt_consolidation;18.13;0.25;157.643
25648;paid off;debt_consolidation;4.04;0.7;825.111
5544;default;debt_consolidation;20.64;0.45;25.209
2417;default;debt_consolidation;20.34;0.55;36.144
45730;paid off;credit_card;12.44;0.6;998.385
29312;paid off;debt_consolidation;22.76;0.45;73.012
38732;paid off;major_purchase;7.78;0.75;32.377
25869;paid off;debt_consolidation;15.94;0.6;887.314
25757;paid off;debt_consolidation;16.74;0.45;101.902
35062;paid off;debt_consolidation;15.77;0.45;529.094
23491;paid off;credit_card;21.63;0.6;529.359
11691;default;medical;19.29;0.35;512.366
44089;paid off;credit_card;5.74;0.55;127.526
6712;default;debt_consolidation;24.43;0.25;125.909
10319;default;debt_consolidation;27.95;0.45;151.057
1371;default;major_purchase;6.82;0.5;151.006
16228;default;other;24.85;0.25;467.215
2842;default;debt_consolidation;0.87;0.4;128.088
1854;default;debt_consolidation;20.52;0.55;92.973
26801;paid off;credit_card;18.58;0.4;126.501
10599;default;debt_consolidation;16.53;0.45;116.121
38041;paid off;credit_card;19.08;0.45;129.813
10422;default;debt_consolidation;8.5;0.5;10.945
30252;paid off;debt_consolidation;16.92;0.4;715.558
3242;default;small_business;21.22;0.45;234.408
21644;default;small_business;24.46;0.3;536.358
12125;default;debt_consolidation;11.21;0.6;491.548
40246;paid off;other;17.68;0.75;74.672
7138;default;debt_consolidation;34.57;0.4;119.558
19956;default;credit_card;22.66;0.3;206.968
21302;default;credit_card;15.7;0.45;92.592
17040;default;major_purchase;8.3;0.7;45.284
17931;default;debt_consolidation;17.51;0.4;13.257
22405;default;debt_consolidation;10.64;0.45;374.066
35828;paid off;debt_consolidation;28.56;0.7;34.544
34115;paid off;credit_card;20.72;0.55;122.883
4366;default;small_business;9.21;0.35;578.486
7823;default;debt_consolidation;22.55;0.4;134.065
15826;default;debt_consolidation;9.04;0.25;306.084
19313;default;small_business;8.46;0.4;422.954
23364;paid off;debt_consolidation;11.67;0.6;958.586
8961;default;debt_consolidation;19.74;0.4;78.378
35875;paid off;debt_consolidation;16.5;0.6;600.571
26517;paid off;debt_consolidation;21.34;0.65;10.621
22417;default;credit_card;22.71;0.5;410.744
31196;paid off;other;15.75;0.5;136.671
40280;paid off;debt_consolidation;24.61;0.5;148.086
1993;default;major_purchase;5.03;0.45;339.878
20498;default;debt_consolidation;12.75;0.55;14.658
9577;default;debt_consolidation;28.12;0.4;113.952
35691;paid off;debt_consolidation;7.05;0.5;55.572
28535;paid off;debt_consolidation;12.15;0.7;313.063
4953;default;major_purchase;24.07;0.45;408.879
38171;paid off;debt_consolidation;18.63;0.65;433.004
6260;default;credit_card;10.82;0.5;131.585
10909;default;home_improvement;7.98;0.6;101.246
5823;default;major_purchase;9.13;0.75;614.727
21669;default;home_improvement;5.21;0.55;521.427
33833;paid off;credit_card;15.63;0.55;354.802
29635;paid off;debt_consolidation;7.58;0.65;538.191
28267;paid off;debt_consolidation;14.76;0.65;49.908
24287;paid off;credit_card;23.84;0.45;558.326
10729;default;other;15.17;0.6;59.234
14938;default;debt_consolidation;16.95;0.45;824.284
9443;default;debt_consolidation;20;0.5;128.559
45204;paid off;debt_consolidation;3.64;0.35;18.606
23128;default;debt_consolidation;18.09;0.35;146.853
38868;paid off;credit_card;8.15;0.4;66.307
10258;default;debt_consolidation;29.93;0.55;14.981
33735;paid off;debt_consolidation;29.28;0.65;694.585
7804;default;debt_consolidation;8.52;0.55;674.929
2325;default;debt_consolidation;7.86;0.4;115.824
42574;paid off;credit_card;9.36;0.7;437.287
202;default;debt_consolidation;20.75;0.6;435.567
13306;default;other;19.51;0.35;122.538
18268;default;debt_consolidation;15.52;0.45;780.777
12703;default;debt_consolidation;8.05;0.4;147.625
33995;paid off;home_improvement;1.12;0.6;362.458
35152;paid off;debt_consolidation;19.58;0.6;138.194
9895;default;debt_consolidation;2.61;0.4;127.338
28956;paid off;debt_consolidation;21.35;0.65;110.872
21107;default;debt_consolidation;23.04;0.3;968.032
41368;paid off;debt_consolidation;14.32;0.5;122.402
36780;paid off;debt_consolidation;17.33;0.55;566.236
23764;paid off;debt_consolidation;12.28;0.5;782.267
20445;default;debt_consolidation;27.2;0.4;125.722
29069;paid off;home_improvement;1.74;0.65;34.288
6898;default;credit_card;7.36;0.6;807.812
38391;paid off;small_business;17.38;0.6;791.596
31558;paid off;debt_consolidation;26.22;0.65;270.556
19613;default;debt_consolidation;16.19;0.45;75.382
10364;default;debt_consolidation;16.53;0.5;73.354
32530;paid off;credit_card;19.6;0.35;13.112
26865;paid off;debt_consolidation;23.03;0.4;153.235
43058;paid off;debt_consolidation;20.87;0.7;125.027
23796;paid off;debt_consolidation;17.39;0.5;643.807
35632;paid off;debt_consolidation;12.93;0.5;881.718
25223;paid off;credit_card;12.88;0.5;905.658
32616;paid off;debt_consolidation;13.9;0.55;910.311
1054;default;other;13.25;0.35;5.501
31330;paid off;credit_card;22.72;0.45;93.986
7465;default;debt_consolidation;12.89;0.3;148.979
2787;default;major_purchase;26;0.3;542.802
38464;paid off;home_improvement;4.34;0.6;178.756
6474;default;debt_consolidation;20.53;0.5;230.659
11178;default;debt_consolidation;16.51;0.35;1.358
18505;default;debt_consolidation;16.75;0.3;888.293
35293;paid off;debt_consolidation;8.64;0.75;85.704
22462;default;home_improvement;13.39;0.6;156.576
26821;paid off;major_purchase;0;0.7;133.081
7893;default;credit_card;33.43;0.5;189.637
20762;default;credit_card;3.51;0.45;666.134
45181;paid off;major_purchase;0;0.7;284.067
37860;paid off;debt_consolidation;12.31;0.2;104.351
15729;default;other;25.44;0.55;243.356
36624;paid off;debt_consolidation;25.14;0.6;5.726
22082;default;credit_card;22.15;0.5;133.537
12438;default;debt_consolidation;26.08;0.45;853.735
43475;paid off;debt_consolidation;19.65;0.35;224.648
36975;paid off;credit_card;11.13;0.7;124.556
22102;default;other;31.83;0.4;14.87
46166;paid off;credit_card;19.14;0.55;995.032
11771;default;debt_consolidation;12.62;0.35;141.607
21710;default;debt_consolidation;17.13;0.65;134.878
31305;paid off;debt_consolidation;23.25;0.4;13.533
35316;paid off;major_purchase;22.98;0.45;815.107
20309;default;other;18.24;0.65;100.394
13424;default;debt_consolidation;8.95;0.3;381.326
1865;default;medical;9.02;0.6;113.273
14552;default;debt_consolidation;6.73;0.4;584.765
42470;paid off;home_improvement;1.97;0.7;225.576
8536;default;debt_consolidation;10.63;0.4;127.286
29949;paid off;debt_consolidation;8.93;0.55;98.916
7827;default;debt_consolidation;26.05;0.45;13.845
44426;paid off;debt_consolidation;20;0.5;131.036
1731;default;other;20.52;0.5;606.973
33124;paid off;debt_consolidation;23.12;0.6;799.247
16565;default;debt_consolidation;26.34;0.6;825.032
44435;paid off;other;17.58;0.55;407.708
20402;default;debt_consolidation;15.64;0.25;4.01
29464;paid off;debt_consolidation;7.7;0.85;638.566
37081;paid off;debt_consolidation;12.09;0.6;89.916
15536;default;debt_consolidation;31.56;0.4;10.857
15064;default;credit_card;32.21;0.35;147.068
6271;default;debt_consolidation;14;0.6;919.835
10439;default;debt_consolidation;26.31;0.3;842.788
23367;paid off;credit_card;13.92;0.5;134.874
14497;default;debt_consolidation;7.25;0.55;116.058
28693;paid off;debt_consolidation;18.12;0.5;712.357
30934;paid off;credit_card;14.65;0.6;448.293
45203;paid off;debt_consolidation;21.34;0.5;150.946
40652;paid off;debt_consolidation;9.43;0.5;712.787
33398;paid off;major_purchase;4.26;0.35;718.144
8133;default;debt_consolidation;21.91;0.45;518.131
27832;paid off;debt_consolidation;6.09;0.6;110.204
40328;paid off;small_business;18.04;0.6;856.911
1395;default;debt_consolidation;24.71;0.4;530.857
5762;default;debt_consolidation;21.32;0.45;219.333
18149;default;home_improvement;20.48;0.5;10.006
15928;default;debt_consolidation;9.7;0.5;8.035
39950;paid off;credit_card;9.21;0.65;172.991
715;default;debt_consolidation;8.93;0.5;462.444
5536;default;medical;17.46;0.35;366.406
212;default;small_business;24.27;0.45;661.533
6410;default;debt_consolidation;17.69;0.4;880.291
18447;default;medical;29.2;0.5;204.267
19434;default;debt_consolidation;14;0.3;873.077
19273;default;debt_consolidation;28.23;0.7;95.262
5625;default;debt_consolidation;18.42;0.65;329.341
1580;default;other;20.48;0.45;850.816
7919;default;debt_consolidation;7.38;0.45;124.959
4077;default;medical;7.8;0.65;8
27266;paid off;debt_consolidation;23.05;0.5;12.855
43231;paid off;debt_consolidation;23.45;0.6;16.426
37044;paid off;credit_card;23.69;0.6;353.407
2179;default;debt_consolidation;7.09;0.4;10.643
35080;paid off;other;0.98;0.75;590.352
5902;default;debt_consolidation;29.04;0.6;639.156
16576;default;debt_consolidation;12.72;0.4;132.974
17316;default;debt_consolidation;2.98;0.6;505.886
11307;default;home_improvement;13.75;0.3;20.232
19585;default;debt_consolidation;19.71;0.4;127.067
3920;default;debt_consolidation;21.89;0.7;120.907
19694;default;home_improvement;11.89;0.4;120.084
16100;default;small_business;9.6;0.55;153.777
44010;paid off;debt_consolidation;21.14;0.55;175.579
17857;default;other;31.59;0.3;189.844
42807;paid off;debt_consolidation;20.46;0.65;9.65
17466;default;debt_consolidation;18.39;0.3;165.651
7208;default;debt_consolidation;18.49;0.4;9.218
6191;default;debt_consolidation;5.98;0.35;8.139
41937;paid off;credit_card;7.16;0.85;100.486
9212;default;debt_consolidation;6.17;0.4;895.749
15752;default;debt_consolidation;29.22;0.5;133.009
10124;default;debt_consolidation;29.36;0.35;196.212
41456;paid off;credit_card;20.57;0.55;56.235
19428;default;debt_consolidation;15.61;0.6;109.877
19067;default;credit_card;24.37;0.35;7.108
3175;default;debt_consolidation;9.5;0.5;42.877
33745;paid off;other;13.74;0.4;61.784
29030;paid off;credit_card;19.78;0.6;645.402
23806;paid off;other;4.93;0.55;565.533
7303;default;home_improvement;13.3;0.7;0.784535
6470;default;debt_consolidation;20.6;0.5;133.895
39933;paid off;debt_consolidation;9.54;0.4;469.369
22614;default;other;14.44;0.4;121.419
40176;paid off;other;14.07;0.5;224.488
45623;paid off;debt_consolidation;17.62;0.35;132.326
11323;default;credit_card;12.42;0.4;716.619
41853;paid off;credit_card;15.32;0.7;4.89
35913;paid off;credit_card;9.35;0.6;979.761
9548;default;debt_consolidation;12.87;0.45;745.493
861;default;other;22.05;0.5;114.621
32028;paid off;debt_consolidation;14.22;0.35;103.816
28250;paid off;other;14.76;0.4;52.072
22596;default;home_improvement;22.89;0.45;755.321
34052;paid off;credit_card;17.06;0.45;102.216
40236;paid off;credit_card;8.57;0.4;831.862
29057;paid off;debt_consolidation;34.53;0.45;143.311
38102;paid off;debt_consolidation;27.84;0.4;125.015
38502;paid off;debt_consolidation;8.6;0.6;423.948
33319;paid off;debt_consolidation;18.04;0.65;586.594
18829;default;major_purchase;15.87;0.6;407.643
37352;paid off;other;5.18;0.4;410.828
36848;paid off;credit_card;1.66;0.55;254.748
17056;default;debt_consolidation;7.7;0.4;831.669
24644;paid off;debt_consolidation;13.46;0.45;347.365
44394;paid off;debt_consolidation;16.02;0.45;353.712
36533;paid off;credit_card;6.85;0.6;28.902
35508;paid off;home_improvement;8.37;0.5;476.248
5585;default;debt_consolidation;10.52;0.5;131.216
33347;paid off;other;21.26;0.45;299.328
33206;paid off;other;22.14;0.55;670.643
22737;default;debt_consolidation;19.35;0.45;91.665
7155;default;debt_consolidation;32.63;0.25;866.171
45576;paid off;credit_card;10.27;0.6;125.587
13685;default;debt_consolidation;29.26;0.4;11.452
33069;paid off;debt_consolidation;11.98;0.25;164.263
20791;default;debt_consolidation;7.35;0.45;898.276
23854;paid off;debt_consolidation;17.09;0.65;558.664
10700;default;debt_consolidation;12.43;0.3;688.085
9812;default;debt_consolidation;11.48;0.45;110.628
40550;paid off;credit_card;28.97;0.6;96.486
32078;paid off;debt_consolidation;22.39;0.45;33.904
7573;default;debt_consolidation;26.98;0.35;726.861
20496;default;debt_consolidation;17.6;0.4;4.854
33141;paid off;credit_card;11.47;0.4;698.606
14609;default;credit_card;19.76;0.75;109.663
8944;default;debt_consolidation;15.69;0.65;131.335
27493;paid off;debt_consolidation;15.03;0.35;528.103
13668;default;debt_consolidation;22.66;0.5;823.102
43222;paid off;debt_consolidation;18.74;0.5;705.687
12327;default;debt_consolidation;19.84;0.75;484.523
4128;default;major_purchase;3.64;0.6;546.247
11547;default;debt_consolidation;25.77;0.5;149.625
6377;default;other;24.57;0.45;0.8355
12612;default;credit_card;14.14;0.7;12.477
16292;default;debt_consolidation;21.21;0.6;938.497
29608;paid off;debt_consolidation;13.77;0.6;137.842
27087;paid off;debt_consolidation;17.68;0.5;105.069
3414;default;debt_consolidation;12.65;0.6;168.171
19642;default;debt_consolidation;20.21;0.4;157.296
38723;paid off;debt_consolidation;21.95;0.45;896.587
9154;default;debt_consolidation;25.08;0.4;406.857
17722;default;other;29.48;0.5;115.742
43623;paid off;credit_card;5.76;0.5;471.384
28178;paid off;debt_consolidation;19.22;0.55;8.699
42376;paid off;debt_consolidation;16.36;0.55;404.865
33057;paid off;debt_consolidation;17.47;0.2;881.556
20062;default;debt_consolidation;17.37;0.3;356.023
31008;paid off;major_purchase;16.62;0.55;7.698
41597;paid off;credit_card;20.25;0.55;439.633
21403;default;other;27.46;0.5;555.938
40774;paid off;debt_consolidation;8.22;0.65;961.125
38538;paid off;debt_consolidation;30.05;0.8;78.656
26858;paid off;debt_consolidation;31.13;0.5;130.705
27915;paid off;debt_consolidation;4.98;0.7;212.145
14301;default;debt_consolidation;22.56;0.5;101.393
36340;paid off;debt_consolidation;23.64;0.45;56.482
16824;default;credit_card;15.28;0.55;34.446
8038;default;other;12.1;0.5;530.554
26726;paid off;debt_consolidation;18.72;0.45;109.294
31399;paid off;credit_card;12.94;0.4;3.101
14999;default;other;15.4;0.5;134.658
16816;default;other;17.65;0.25;794.132
16857;default;other;8.77;0.45;1.316
34039;paid off;debt_consolidation;14.4;0.65;742.154
12267;default;credit_card;24.36;0.35;109.352
20032;default;home_improvement;17.17;0.4;100.025
22528;default;debt_consolidation;24.85;0.45;12.127
44652;paid off;debt_consolidation;26.31;0.3;16.138
18491;default;other;32.55;0.3;467.438
13125;default;debt_consolidation;6.08;0.65;130.424
23581;paid off;debt_consolidation;21.31;0.45;516.615
15740;default;small_business;34.78;0.4;423.672
15655;default;debt_consolidation;22.8;0.55;128.835
41664;paid off;debt_consolidation;28.02;0.55;10.185
20796;default;debt_consolidation;12.25;0.55;219.032
33832;paid off;credit_card;16.28;0.35;446.801
16249;default;debt_consolidation;28.68;0.35;112.962
41670;paid off;debt_consolidation;18.6;0.4;274.891
5923;default;debt_consolidation;25.4;0.4;124.293
4635;default;debt_consolidation;24.47;0.2;298.144
10111;default;credit_card;13.65;0.65;843.959
43418;paid off;other;21.1;0.5;871.725
26112;paid off;home_improvement;8.72;0.4;619.162
34522;paid off;debt_consolidation;11.99;0.5;114.969
34482;paid off;other;13.41;0.45;570.276
39163;paid off;debt_consolidation;16.91;0.3;56.906
12494;default;debt_consolidation;28.5;0.55;193.608
1999;default;debt_consolidation;11.6;0.3;3.499
3556;default;debt_consolidation;9.76;0.25;597.328
746;default;debt_consolidation;5.63;0.45;694.685
31046;paid off;credit_card;13.81;0.5;649.293
32113;paid off;other;21.08;0.65;0.775705
39279;paid off;debt_consolidation;19.68;0.45;870.034
7180;default;debt_consolidation;23.55;0.55;474.686
31291;paid off;debt_consolidation;16.36;0.45;593.782
15705;default;debt_consolidation;18.58;0.3;710.463
13763;default;debt_consolidation;2.97;0.5;492.684
11109;default;debt_consolidation;22.33;0.35;932.139
40951;paid off;debt_consolidation;11.41;0.75;319.356
25194;paid off;major_purchase;24.97;0.7;333.667
24226;paid off;credit_card;14.22;0.45;483.711
34538;paid off;debt_consolidation;29.18;0.65;105.409
30731;paid off;debt_consolidation;22.15;0.25;141.308
1666;default;debt_consolidation;24.39;0.75;101.793
15757;default;debt_consolidation;32.11;0.35;127.207
2310;default;debt_consolidation;5.44;0.5;193.447
35340;paid off;debt_consolidation;23.96;0.55;911.853
27899;paid off;debt_consolidation;3.96;0.65;0.555785
45421;paid off;debt_consolidation;13.68;0.5;454.705
2928;default;debt_consolidation;10.89;0.45;113.325
43349;paid off;debt_consolidation;10.09;0.45;115.409
14142;default;credit_card;11.19;0.65;456.979
4981;default;home_improvement;23.52;0.45;895.133
7423;default;debt_consolidation;13.88;0.4;103.071
30496;paid off;small_business;8.71;0.6;199.824
287;default;debt_consolidation;6.38;0.55;102.065
10190;default;debt_consolidation;8.69;0.5;142.205
12311;default;credit_card;27.28;0.5;597.196
23463;paid off;debt_consolidation;14.11;0.45;165.782
45523;paid off;debt_consolidation;8.84;0.6;660.946
19491;default;debt_consolidation;14.23;0.45;110.121
2794;default;small_business;2.71;0.7;445.348
1939;default;debt_consolidation;19.64;0.65;151.552
43438;paid off;major_purchase;6.6;0.65;112.182
24791;paid off;other;6.22;0.75;70.276
35646;paid off;debt_consolidation;9.6;0.4;684.446
3129;default;debt_consolidation;9.5;0.5;5.978
40136;paid off;debt_consolidation;27;0.5;856.428
26771;paid off;credit_card;9.66;0.45;576.699
23318;paid off;debt_consolidation;15.18;0.45;722.917
28253;paid off;debt_consolidation;9.94;0.65;499.485
6728;default;other;3.71;0.7;474.429
19535;default;debt_consolidation;7.57;0.3;537.573
996;default;other;7.75;0.45;307.068
29977;paid off;home_improvement;18.42;0.65;442.009
10921;default;other;10.95;0.5;26.412
35209;paid off;credit_card;12.15;0.55;386.157
1275;default;debt_consolidation;14.6;0.35;100.102
43203;paid off;debt_consolidation;17.16;0.4;162.866
34539;paid off;debt_consolidation;22.9;0.4;175.097
35531;paid off;debt_consolidation;16.59;0.45;907.731
34349;paid off;home_improvement;11.71;0.55;798.587
23419;paid off;debt_consolidation;9.16;0.8;664.194
10554;default;credit_card;19.28;0.45;778.093
45429;paid off;debt_consolidation;5.04;0.65;63.966
19763;default;debt_consolidation;16.67;0.3;102.406
38593;paid off;debt_consolidation;10.47;0.45;418.081
39512;paid off;credit_card;20.73;0.75;302.589
45290;paid off;debt_consolidation;12.5;0.7;154.059
19316;default;debt_consolidation;14.01;0.45;137.276
22013;default;debt_consolidation;21.6;0.55;671.663
34460;paid off;home_improvement;8.15;0.7;581.238
18945;default;debt_consolidation;11.36;0.55;140.254
20902;default;small_business;8.54;0.4;171.154
22849;default;debt_consolidation;25.54;0.55;12.765
25845;paid off;major_purchase;13.14;0.55;149.431
12545;default;small_business;26.76;0.4;151.456
25007;paid off;debt_consolidation;23.31;0.45;77.622
13156;default;credit_card;20.51;0.3;110.939
31810;paid off;debt_consolidation;20.32;0.35;822.909
20752;default;credit_card;5.84;0.25;495.769
28109;paid off;debt_consolidation;10.06;0.65;443.663
12570;default;debt_consolidation;22.94;0.3;13.199
36019;paid off;debt_consolidation;1.81;0.65;497.773
28180;paid off;major_purchase;21.83;0.6;517.114
15625;default;credit_card;8.12;0.55;99.072
21548;default;major_purchase;19.48;0.4;732.799
23189;paid off;debt_consolidation;27.21;0.6;112.345
39058;paid off;credit_card;22.37;0.75;693.636
11443;default;credit_card;22.26;0.5;141.739
33992;paid off;debt_consolidation;10.75;0.6;602.681
26742;paid off;small_business;13.95;0.5;303.325
2226;default;other;16.03;0.3;340.211
18694;default;debt_consolidation;20.72;0.65;112.901
8939;default;home_improvement;11.37;0.45;962.691
40569;paid off;major_purchase;0.65;0.4;189.231
3212;default;credit_card;5.47;0.4;738.167
20184;default;credit_card;22.93;0.4;204.008
13820;default;debt_consolidation;11.02;0.7;476.986
7101;default;debt_consolidation;26.88;0.25;130.632
18526;default;debt_consolidation;8.31;0.5;662.213
775;default;small_business;19.76;0.35;149.988
39729;paid off;credit_card;12.3;0.6;694.712
43588;paid off;debt_consolidation;9.37;0.75;400.896
41011;paid off;other;19.48;0.6;830.682
31384;paid off;debt_consolidation;17.71;0.6;182.456
24047;paid off;other;3.28;0.5;215.617
35451;paid off;debt_consolidation;10.52;0.55;93.288
17077;default;debt_consolidation;29.12;0.55;549.413
6172;default;debt_consolidation;26.28;0.3;60.876
13679;default;debt_consolidation;19.14;0.55;500.647
26876;paid off;home_improvement;1.87;0.45;377.689
6951;default;debt_consolidation;19.45;0.5;109.414
37864;paid off;debt_consolidation;13.09;0.5;815.844
21348;default;debt_consolidation;25.3;0.25;682.897
22273;default;debt_consolidation;28.32;0.45;140.102
12771;default;other;6.16;0.65;37.022
17106;default;debt_consolidation;20.89;0.55;139.552
31956;paid off;debt_consolidation;6.55;0.75;762.651
11280;default;debt_consolidation;17.82;0.6;139.868
22734;default;debt_consolidation;21.13;0.5;106.421
3622;default;debt_consolidation;9.5;0.75;924.135
34982;paid off;debt_consolidation;25.19;0.4;832.572
22562;default;debt_consolidation;8.14;0.75;140.519
23430;paid off;debt_consolidation;13.98;0.6;448.349
43915;paid off;credit_card;16.32;0.4;923.815
17711;default;home_improvement;14.4;0.5;143.285
43662;paid off;debt_consolidation;15.51;0.4;752.543
43163;paid off;other;4.74;0.5;183.231
30041;paid off;other;8.79;0.7;42.945
45374;paid off;home_improvement;21.92;0.5;243.991
16276;default;debt_consolidation;17.1;0.4;506.225
29017;paid off;small_business;5.11;0.8;539.952
9739;default;debt_consolidation;22.47;0.35;494.727
11631;default;debt_consolidation;3.5;0.5;864.912
45662;paid off;other;2.68;0.55;304.043
6817;default;other;12.85;0.55;377.879
25397;paid off;credit_card;24.07;0.4;903.456
44891;paid off;credit_card;26.3;0.55;147.975
1655;default;debt_consolidation;19.37;0.25;109.894
25971;paid off;debt_consolidation;18.85;0.45;141.724
6858;default;other;4.38;0.55;912.183
22014;default;debt_consolidation;13.15;0.6;75.464
17155;default;debt_consolidation;30.36;0.5;781.699
26594;paid off;debt_consolidation;10.53;0.35;683.177
37891;paid off;debt_consolidation;4.36;0.85;287.095
24787;paid off;credit_card;8.34;0.55;59.139
3645;default;other;7.93;0.35;585.786
22837;default;credit_card;31.31;0.55;712.465
42594;paid off;home_improvement;12.7;0.6;686.933
24524;paid off;other;16.07;0.4;182.051
22087;default;debt_consolidation;28.27;0.55;7.77
15432;default;home_improvement;4.98;0.55;758.389
428;default;debt_consolidation;21.55;0.3;108.033
13689;default;debt_consolidation;7;0.4;532.748
9039;default;debt_consolidation;24.91;0.4;12.008
30600;paid off;credit_card;9.71;0.8;184.844
31959;paid off;credit_card;10.56;0.55;608.326
24043;paid off;home_improvement;19.21;0.55;143.837
33137;paid off;home_improvement;4.26;0.8;36.846
34543;paid off;credit_card;18.29;0.65;950.629
27836;paid off;home_improvement;14.79;0.55;228.776
26033;paid off;credit_card;16.81;0.75;121.999
32853;paid off;debt_consolidation;19.34;0.55;112.249
15028;default;debt_consolidation;7.37;0.6;739.253
46087;paid off;small_business;16.67;0.65;341.156
33964;paid off;debt_consolidation;9.05;0.35;167.006
24386;paid off;credit_card;25.23;0.6;104.874
31388;paid off;debt_consolidation;19.52;0.5;150.981
7018;default;debt_consolidation;21.36;0.65;115.506
20594;default;other;18.01;0.5;155.866
28666;paid off;debt_consolidation;22.84;0.45;148.953
8436;default;credit_card;13.44;0.55;657.105
28051;paid off;credit_card;15.17;0.65;5.322
30585;paid off;debt_consolidation;13.8;0.55;126.552
4755;default;debt_consolidation;15.87;0.35;341.126
20836;default;medical;13.24;0.45;13.682
14300;default;debt_consolidation;28.9;0.4;849.377
3603;default;debt_consolidation;3.68;0.55;77.736
23670;paid off;other;12.84;0.45;0.884996
22831;default;credit_card;9.6;0.35;10.04
5176;default;other;15.62;0.45;159.246
20439;default;debt_consolidation;21.27;0.45;523.667
29194;paid off;debt_consolidation;16.45;0.4;412.071
38830;paid off;credit_card;19.55;0.35;45.513
32846;paid off;other;9.31;0.65;428.341
23687;paid off;debt_consolidation;19.66;0.4;91.992
12014;default;other;11.12;0.45;990.405
45029;paid off;debt_consolidation;19.44;0.7;175.928
39407;paid off;debt_consolidation;26.97;0.5;641.714
22140;default;debt_consolidation;13.52;0.3;13.992
30808;paid off;credit_card;6.08;0.3;798.528
17570;default;debt_consolidation;23.81;0.45;138.495
36810;paid off;credit_card;14.98;0.5;35.182
25770;paid off;medical;15.72;0.65;44.788
31731;paid off;debt_consolidation;13.61;0.65;89.937
40976;paid off;debt_consolidation;8.64;0.5;895.303
21588;default;debt_consolidation;8.02;0.3;711.624
36018;paid off;other;18.94;0.4;10.815
33191;paid off;debt_consolidation;30.38;0.6;197.348
29170;paid off;debt_consolidation;26.4;0.5;16.538
45002;paid off;debt_consolidation;8.55;0.7;104.888
13524;default;debt_consolidation;11.04;0.5;689.922
7216;default;debt_consolidation;16.2;0.5;560.075
203;default;debt_consolidation;19.31;0.4;152.142
24113;paid off;debt_consolidation;8.19;0.55;104.213
45837;paid off;debt_consolidation;12.49;0.55;690.351
37400;paid off;credit_card;9.41;0.7;232.872
